Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Genişlik (product.metafields.piro.genislik),Derinlik (product.metafields.piro.derinlik),Yükseklik (product.metafields.piro.yukseklik),Garanti ay (product.metafields.piro.garanti),Teslim gün (product.metafields.piro.teslim)
etagere-2-niveaus-1000x300xh650mm-et-1003065-2a,ETAGERE 2 NIVEAUS 1000x300xH650mm,"<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>1000 × 300 × 650 mm</td></tr>
</table>",Unninox,Business & Industrial > Food Service,Överhyllor,"kategori:stainless-steel-furniture, Rostfria möbler, alt:overshelves, Överhyllor, marka:Unninox, orta-urun, sira:0485",TRUE,Title,Default Title,ET-1003065-2A,0,shopify,0,deny,manual,3192.00,,TRUE,TRUE,https://unninoxeurope.com/wp-content/uploads/2024/12/etageredubbel4.jpg,1,ETAGERE 2 NIVEAUS 1000x300xH650mm,FALSE,ETAGERE 2 NIVEAUS 1000x300xH650mm,ETAGERE 2 NIVEAUS 1000x300xH650mm,active,1000,300,650,24,7
pizza-oven-st340-a201113,Pizzaugn ST340,"<p>En idealisk pizzaugn för alla som vill börja laga pizzor, ""flammkuchen"", pizzabröd eller baguetter i mindre mängder. Den medlevererade chamotte-stenen ger pizzor och annat den typiska, läckra stenugnssmaken.</p>
<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>510 × 500 × 270 mm</td></tr>
<tr><td>Ağırlık</td><td>21.5 kg</td></tr>
<tr><td>Tittfönster</td><td>ja</td></tr>
<tr><td>Spänning</td><td>230 V</td></tr>
<tr><td>Timer</td><td>ja</td></tr>
<tr><td>Anslutningsvärde</td><td>1.5 kW</td></tr>
<tr><td>Bredd invändigt</td><td>342 mm</td></tr>
<tr><td>Djup invändigt</td><td>345 mm</td></tr>
<tr><td>Temperaturområde till</td><td>250 °C</td></tr>
<tr><td>Temperaturindikering</td><td>Nej</td></tr>
<tr><td>Egenskaper</td><td>Pizzagaller och chamotte-sten används valfritt</td></tr>
<tr><td>Frekvens</td><td>50/60 Hz</td></tr>
<tr><td>Isolering</td><td>Glasull</td></tr>
<tr><td>Material bakkammare</td><td>Stål, Förzinkat</td></tr>
<tr><td>Temperaturområde från</td><td>50 °C</td></tr>
<tr><td>Höjd invändigt</td><td>70 mm</td></tr>
<tr><td>Invändig belysning</td><td>nej</td></tr>
<tr><td>Pizzaugn serie</td><td>-</td></tr>
<tr><td>Ugnsfunktioner</td><td>Över-/undervärme, Kontinuerlig bakfunktion</td></tr>
<tr><td>Produktanslutning</td><td>Klar för anslutning med kontakt</td></tr>
<tr><td>Material</td><td>Rostfritt stål</td></tr>
<tr><td>Antal bakkammare</td><td>1</td></tr>
</table>",Bartscher,Business & Industrial > Food Service,Pizzautrustning,"kategori:pizza-equipment, Pizzautrustning, marka:Bartscher, orta-urun, sira:0485, siparis-uzerine",TRUE,Title,Default Title,A201113,21500,shopify,0,continue,manual,2724.60,,TRUE,TRUE,https://api.bartscher.com/occ/v2/permalink/image/A201113/A201113_2,1,Pizzaugn ST340,FALSE,Pizzaugn ST340,"En idealisk pizzaugn för alla som vill börja laga pizzor, ""flammkuchen"", pizzabröd eller baguetter i mindre mängder. Den medlevererade chamotte-stenen ger pizzor och annat den typiska, läckra stenugnssmaken.",active,510,500,270,24,10
pizza-oven-st340-a201113,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/A201113/A201113_4,2,Pizzaugn ST340,,,,,,,,,
pizza-oven-st340-a201113,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/A201113/A201113_5,3,Pizzaugn ST340,,,,,,,,,
pizza-oven-st340-a201113,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/A201113/A201113_6,4,Pizzaugn ST340,,,,,,,,,
pizza-oven-st340-a201113,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/A201113/A201113_7,5,Pizzaugn ST340,,,,,,,,,
pizza-oven-st340-a201113,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/A201113/A201113_8,6,Pizzaugn ST340,,,,,,,,,
pizza-oven-st340-a201113,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/A201113/A201113_9,7,Pizzaugn ST340,,,,,,,,,
pizza-oven-st340-a201113,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/A201113/A201113_10,8,Pizzaugn ST340,,,,,,,,,
chocolate-dispenser-5l-900011,Chokladautomat 5L,"<p>Det perfekta s&amp;auml;ttet att njuta av varm choklad: den f&amp;auml;rdiga chokladdrycken h&amp;auml;lls helt enkelt i chokladdispensern. Den skonsamma uppv&amp;auml;rmningen och det roterande omr&amp;ouml;rningsbladet f&amp;ouml;rhindrar att den l&amp;auml;ckra kakaodrycken br&amp;auml;nns eller klumpar sig n&amp;auml;r den v&amp;auml;rms upp och h&amp;aring;lls varm.</p>
<h3>Teknik bilgiler</h3><table>
<tr><td>Ölçüler</td><td>288 × 420 × 465 mm</td></tr>
<tr><td>Ağırlık</td><td>7.2 kg</td></tr>
<tr><td>Integrerad droppskål</td><td>ja</td></tr>
<tr><td>Temperaturområde från</td><td>30 °C</td></tr>
<tr><td>Överhettningsskydd</td><td>ja</td></tr>
<tr><td>Material omrörare</td><td>Rostfritt stål</td></tr>
<tr><td>Volym</td><td>5 Liter</td></tr>
<tr><td>Spänning</td><td>230 V</td></tr>
<tr><td>På/av-knapp</td><td>ja</td></tr>
<tr><td>Temperaturreglering</td><td>Steglös, Upp till max. 85 °C</td></tr>
<tr><td>Kontrollampa</td><td>På/av</td></tr>
<tr><td>Dimensionerad för</td><td>Uppvärmning och varmhållning av varm choklad</td></tr>
<tr><td>Inklusive</td><td>Rörborste</td></tr>
<tr><td>Temperaturområde till</td><td>85 °C</td></tr>
<tr><td>Färg</td><td>Svart</td></tr>
<tr><td>Material omrörarvinge</td><td>Plast</td></tr>
<tr><td>Frekvens</td><td>50/60 Hz</td></tr>
<tr><td>Material</td><td>Plast, Polykarbonat, Rostfritt stål</td></tr>
<tr><td>Styrning</td><td>Elektronisk, Vred</td></tr>
<tr><td>Glas-/kopphöjd max.</td><td>10 cm</td></tr>
<tr><td>Egenskaper</td><td>Tappkranen avtagbar, Droppskål med nivåsensor, Uppvärmning via vattenbadsprincipen</td></tr>
<tr><td>Anslutningsvärde</td><td>1 kW</td></tr>
</table>",Bartscher,Business & Industrial > Food Service,Kaffe,"kategori:coffee, Kaffe, marka:Bartscher, orta-urun, sira:0484, siparis-uzerine",TRUE,Title,Default Title,900011,7200,shopify,0,continue,manual,6817.20,,TRUE,TRUE,https://api.bartscher.com/occ/v2/permalink/image/900011/900011,1,Chokladautomat 5L,FALSE,Chokladautomat 5L,Det perfekta s&auml;ttet att njuta av varm choklad: den f&auml;rdiga chokladdrycken h&auml;lls helt enkelt i chokladdispensern. Den skonsamma uppv&auml;rmningen och det roterande omr&ouml;rningsbladet f&ouml;rhindrar att den l&auml;ckra kakaodrycken br&auml;nns eller klumpar sig n&auml;r den v&auml;rms upp och h&aring;,active,288,420,465,24,10
chocolate-dispenser-5l-900011,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/900011/900011_1,2,Chokladautomat 5L,,,,,,,,,
chocolate-dispenser-5l-900011,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/900011/900011_3,3,Chokladautomat 5L,,,,,,,,,
chocolate-dispenser-5l-900011,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/900011/900011_4,4,Chokladautomat 5L,,,,,,,,,
chocolate-dispenser-5l-900011,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/900011/900011_5,5,Chokladautomat 5L,,,,,,,,,
chocolate-dispenser-5l-900011,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/900011/900011_6,6,Chokladautomat 5L,,,,,,,,,
chocolate-dispenser-5l-900011,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/900011/900011_7,7,Chokladautomat 5L,,,,,,,,,
chocolate-dispenser-5l-900011,,,,,,,,,,,,,,,,,,,,https://api.bartscher.com/occ/v2/permalink/image/900011/900011_8,8,Chokladautomat 5L,,,,,,,,,
